dt,x,y,left.pos,left.vel,left.acc,left.jerk,center.pos,center.vel,center.acc,center.jerk,right.pos,right.vel,right.acc,right.jerk,heading
0.02,7.6799,1.4014,2.7780,5.4061,9.3031,-8.9995,3.8500,7.0000,7.0000,0.0000,4.9217,8.5934,-9.2973,8.9611,0.9528
0.02,7.7595,1.5166,2.8897,5.5863,9.0099,-14.6586,3.9900,7.0000,7.0000,0.0000,5.0900,8.4133,-9.0049,14.6191,0.9780
0.02,7.8364,1.6335,3.0049,5.7594,8.6541,-17.7937,4.1300,7.0000,7.0000,0.0000,5.2548,8.2403,-8.6498,17.7556,1.0000
0.02,7.9109,1.7521,3.1234,5.9249,8.2745,-18.9783,4.2700,7.0000,7.0000,0.0000,5.4163,8.0749,-8.2710,18.9432,1.0191
0.02,7.9833,1.8719,3.2450,6.0829,7.8999,-18.7301,4.4100,7.0000,7.0000,0.0000,5.5746,7.9169,-7.8970,18.6986,1.0354
0.02,8.0539,1.9928,3.3697,6.2339,7.5504,-17.4753,4.5500,7.0000,7.0000,0.0000,5.7299,7.7660,-7.5481,17.4474,1.0490
0.02,8.1230,2.1146,3.4973,6.3787,7.2395,-15.5424,4.6900,7.0000,7.0000,0.0000,5.8824,7.6212,-7.2377,15.5178,1.0601
0.02,8.1908,2.2370,3.6277,6.5182,6.9761,-13.1716,4.8300,7.0000,7.0000,0.0000,6.0320,7.4817,-6.9747,13.1499,1.0687
0.02,8.2578,2.3600,3.7607,6.6535,6.7655,-10.5305,4.9700,7.0000,7.0000,0.0000,6.1789,7.3464,-6.7645,10.5112,1.0748
0.02,8.3242,2.4833,3.8964,6.7858,6.6109,-7.7310,5.1100,7.0000,7.0000,0.0000,6.3232,7.2142,-6.6102,7.7135,1.0786
0.02,8.3902,2.6067,4.0348,6.9160,6.5140,-4.8446,5.2500,7.0000,7.0000,0.0000,6.4649,7.0840,-6.5136,4.8283,1.0801
0.02,8.4562,2.7302,4.1757,7.0455,6.4757,-1.9155,5.3900,7.0000,7.0000,0.0000,6.6040,6.9545,-6.4756,1.8999,1.0793
0.02,8.5225,2.8535,4.3192,7.1755,6.4962,1.0279,5.5300,7.0000,7.0000,0.0000,6.7405,6.8245,-6.4965,-1.0434,1.0762
0.02,8.5892,2.9766,4.4653,7.3070,6.5755,3.9633,5.6700,7.0000,7.0000,0.0000,6.8743,6.6930,-6.5761,-3.9793,1.0707
0.02,8.6568,3.0992,4.6142,7.4412,6.7128,6.8650,5.8100,7.0000,7.0000,0.0000,7.0055,6.5587,-6.7137,-6.8820,1.0629
0.02,8.7255,3.2211,4.7657,7.5794,6.9067,9.6946,5.9500,7.0000,7.0000,0.0000,7.1339,6.4206,-6.9080,-9.7133,1.0526
0.02,8.7956,3.3423,4.9202,7.7225,7.1545,12.3900,6.0900,7.0000,7.0000,0.0000,7.2595,6.2774,-7.1562,-12.4109,1.0397
0.02,8.8674,3.4625,5.0776,7.8715,7.4516,14.8528,6.2300,7.0000,7.0000,0.0000,7.3820,6.1284,-7.4537,-14.8765,1.0242
0.02,8.9412,3.5815,5.2382,8.0273,7.7902,16.9338,6.3700,7.0000,7.0000,0.0000,7.5015,5.9725,-7.7930,-16.9606,1.0060
0.02,9.0174,3.6989,5.4020,8.1905,8.1586,18.4160,6.5100,7.0000,7.0000,0.0000,7.6177,5.8093,-8.1619,-18.4465,0.9848
0.02,9.0962,3.8147,5.5692,8.3612,8.5385,18.9989,6.6500,7.0000,7.0000,0.0000,7.7304,5.6384,-8.5425,-19.0330,0.9606
